שם יישוב,שם יישוב,סמל,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2013,יהודים ואחרים,יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,תעתיק פרסומים,שנת עיבוד,שדה לקישור
פצאל,פצאל,3615,PEZA'EL                                           ,7,75,,75,,1,223,0.2,0.2,,1975                ,310,1,2425766123,-250,712,4164,Peza'el,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3615
פקיעין (בוקייעה),פקיעין (בוקייעה),536,PEQI'IN (BUQEI'A)                                 ,2,24,243,99,,2,5486,,,5.5,,280,,2308876423,615,258,1320,Peqi'in (Buqei'a),2013,http://gis/Yeshuvim_allyears/start.aspx?stl=536
פקיעין חדשה,פקיעין חדשה,281,PEQI'IN HADASHA                                   ,2,24,243,52,,1,455,0.5,0.5,,1955                ,310,19,2305376541,539,255,1320,Peqi'in Hadasha,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=281
פרדס חנה-כרכור,פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR                               ,3,32,324,99,,1,35774,35.7,34.6,,1913                ,160,,1979470872,48,353,1180,Pardes Hanna-Karkur,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=7800
פרדסייה,פרדסייה,171,PARDESIYYA                                        ,4,41,411,99,141,1,5462,5.5,5.4,,1942                ,180,,1918269027,52,457,5120,Pardesiyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=171
פרוד,פרוד,599,PAROD                                             ,2,21,212,2,,1,280,0.3,0.3,,1949                ,330,15,2408675971,426,209,1230,Parod,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=599
פרזון,פרזון,2053,PERAZON                                           ,2,23,234,8,,1,317,0.3,0.3,,1953                ,310,1,2294471684,78,204,1420,Perazon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2053
פרי גן,פרי גן,1231,PERI GAN                                          ,6,62,622,38,,1,193,0.2,0.2,,1981                ,310,6,1384957031,93,653,3430,Peri Gan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1231
פתח תקווה,פתח תקווה,7900,PETAH TIQWA                                       ,4,42,422,0,132,1,219303,219.0,202.3,,1878                ,130,,1894166579,31,410,5130,Petah Tiqwa,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=7900
פתחיה,פתחיה,839,PETAHYA                                           ,4,43,432,30,143,1,842,0.8,0.8,,1951                ,310,6,1892964165,102,426,5220,Petahya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=839
צאלים,צאלים,413,ZE'ELIM                                           ,6,62,622,38,,1,421,0.4,0.4,,1947                ,330,15,1555656824,140,653,3430,Ze'elim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=413
צביה,צביה,1180,ZVIYYA                                            ,2,24,242,56,,1,310,0.3,0.3,,1979                ,370,19,2313575499,256,205,1360,Zviyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1180
צבעון,צבעון,1213,ZIV'ON                                            ,2,21,212,1,,1,97,0.1,0.1,,1980                ,330,15,2392477007,761,253,1230,Ziv'on,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1213
צובה,צובה,465,ZOVA                                              ,1,11,111,26,444,1,637,0.6,0.6,,1948                ,330,15,2114063231,724,151,7004,Zova,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=465
צוחר,צוחר,1136,ZOHAR                                             ,6,62,622,38,,1,346,0.3,0.3,,1973                ,350,,1452657190,135,653,3430,Zohar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1136
צופייה,צופייה,1111,ZOFIYYA                                           ,4,44,441,29,143,,,,,,,510,,1753664043,36,456,5230,Zofiyya ,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1111
צופים,צופים,3791,ZUFIM                                             ,7,73,,72,145,1,1622,1.6,1.6,,1989                ,350,,2011067829,163,710,4164,Zufim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3791
צופית,צופית,198,ZOFIT                                             ,4,42,421,20,141,1,1303,1.3,1.3,,1933                ,310,1,1926967776,66,417,5140,Zofit,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=198
צופר,צופר,1150,ZOFAR                                             ,6,62,625,54,,1,377,0.4,0.4,,1970                ,310,1,2172149661,12,657,3450,Zofar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1150
צוקי ים,צוקי ים,1102,ZUQI YAM                                          ,4,41,411,16,141,1,239,0.2,0.2,,1956                ,350,,1869369644,29,409,5120,Zuqi Yam,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1102
צוקים,צוקים,1262,ZUQIM                                             ,6,62,625,54,,1,225,0.2,0.2,,1983                ,370,,2157948903,41,657,3450,Zuqim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1262
צור הדסה,צור הדסה,1113,ZUR HADASSA                                       ,1,11,111,26,444,1,6965,6.9,6.6,,1960                ,180,,2091262495,732,151,7004,Zur Hadassa,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1113
צור יצחק,צור יצחק,1345,ZUR YIZHAQ                                        ,4,42,421,20,141,1,2694,2.7,2.6,,2007                ,190,,2000668306,119,417,5150,Zur Yizhaq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1345
צור משה,צור משה,276,ZUR MOSHE                                         ,4,41,411,18,141,1,3314,3.3,3.3,,1937                ,190,,1920568938,50,412,5120,Zur Moshe,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=276
צור נתן,צור נתן,1148,ZUR NATAN                                         ,4,42,421,20,141,1,291,0.3,0.3,,1970                ,320,9,2014368303,187,417,5150,Zur Natan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1148
צוריאל,צוריאל,774,ZURI'EL                                           ,2,24,243,52,,1,298,0.3,0.3,,1950                ,310,1,2296776797,639,255,1320,Zuri'el,2013,
צורית,צורית,1221,ZURIT                                             ,2,24,242,56,241,1,752,0.8,0.7,,1981                ,370,9,2239975642,347,205,1310,Zurit,2013,
ציפורי,ציפורי,613,ZIPPORI                                           ,2,23,237,9,,1,827,0.8,0.8,,1949                ,310,1,2263973900,250,254,1410,Zippori,2013,
צלפון,צלפון,796,ZELAFON                                           ,1,11,112,26,,1,790,0.8,0.8,,1950                ,310,1,1935863467,168,151,7004,Zelafon,2013,
צנדלה,צנדלה,636,SANDALA                                           ,2,23,232,8,,2,1514,,,1.5,,450,,2306271428,108,204,1420,Sandala,2013,
צפרייה,צפרייה,594,ZAFRIYYA                                          ,4,43,432,40,133,1,930,0.9,0.9,,1949                ,310,2,1865065672,31,425,5210,Zafriyya,2013,
צפרירים,צפרירים,1079,ZAFRIRIM                                          ,1,11,112,26,444,1,366,0.4,0.4,,1958                ,310,1,1947461865,323,151,7004,Zafririm,2013,
צפת,צפת,8000,ZEFAT                                             ,2,21,212,0,,1,32901,32.2,30.5,,ותיק                ,160,,2475176334,604,216,1230,Zefat,2013,
צרופה,צרופה,612,ZERUFA                                            ,3,32,321,15,243,1,1079,1.1,1.1,,1949                ,310,1,1954272826,21,303,1181,Zerufa,2013,
צרעה,צרעה,567,ZOR'A                                             ,1,11,112,26,444,1,867,0.9,0.9,,1948                ,330,15,1971663005,208,151,7004,Zor'a,2013,
קבועה (שבט),,1234,QABBO'A,6,62,623,,,3,,,,,,460,,2160057200,,699,3480,,,
קבוצת יבנה,קבוצת יבנה,334,QEVUZAT YAVNE                                     ,4,44,441,29,143,1,901,0.9,0.9,,1941                ,330,3,1735763594,49,456,3830,Qevuzat Yavne,2013,
קדומים,קדומים,3557,QEDUMIM                                           ,7,73,,99,145,1,4174,4.2,4.1,,1977                ,190,,2152868054,417,710,4164,Qedumim,2013,
קדימה-צורן,קדימה-צורן,195,QADIMA-ZORAN                                      ,4,41,411,99,141,1,18624,18.6,18.3,,1933                ,170,,1925868737,51,457,5120,Qadima- Zoran ,2013,
קדמה,קדמה,392,QEDMA                                             ,6,61,611,35,,1,238,0.2,0.2,,1946                ,340,,1787462323,100,632,3830,Qedma,2013,
קדמת צבי,קדמת צבי,4025,QIDMAT ZEVI                                       ,2,29,293,71,,1,344,0.3,0.3,,1985                ,310,7,2655777064,476,219,1270,Qidmat Zevi,2013,
קדר,קדר,3781,QEDAR                                             ,7,76,,76,445,1,1294,1.3,1.3,,1985                ,370,9,2295662907,456,714,4355,Qedar,2013,
קדרון,קדרון,615,QIDRON                                            ,4,44,441,28,143,1,1576,1.6,1.6,,1949                ,310,1,1808163592,52,456,5230,Qidron,2013,
קדרים,קדרים,1211,QADDARIM                                          ,2,22,221,1,,1,186,0.2,0.2,,1980                ,330,15,2447075593,107,253,1240,Qaddarim,2013,
קודייראת א-צאנע (שבט),,964,QUDEIRAT AS-SANI,6,62,623,,,3,,,,,,460,,2110057800,,699,3481,,,
קוואעין (שבט),,972,QAWA'IN,6,62,623,,,3,,,,,,460,,2020058100,,699,3481,,,
קוממיות,קוממיות,766,QOMEMIYYUT                                        ,6,61,611,34,,1,418,0.4,0.4,,1950                ,310,19,1745361889,70,631,3820,Qomemiyyut,2013,
קורנית,קורנית,1179,QORANIT                                           ,2,24,241,56,241,1,837,0.8,0.8,,1982                ,370,10,2239274992,452,205,1360,Qoranit,2013,
קטורה,קטורה,1052,QETURA                                            ,6,62,625,53,,1,453,0.4,0.4,,1970                ,330,15,2056243123,113,608,3460,Qetura,2013,
קיסריה,קיסריה,1167,QESARYYA                                          ,3,32,324,15,,1,4632,4.6,4.5,,1977                ,190,,1915771263,21,303,1180,Qesaryya,2013,
קלחים,קלחים,414,QELAHIM                                           ,6,62,621,42,,1,548,0.5,0.5,,1954                ,310,10,1694059538,170,653,3482,Qelahim,2013,
קליה,קליה,3601,QALYA                                             ,7,75,,74,,1,374,0.4,0.4,,1968                ,330,15,2443462873,-361,713,4355,Qalya,2013,
קלנסווה,קלנסווה,638,QALANSAWE                                         ,4,41,412,0,141,2,20645,,,20.6,,260,,1980768825,37,458,5150,Qalansawe,2013,
קלע,קלע,4024,QELA                                              ,2,29,292,71,,1,189,0.2,0.2,,1984                ,370,9,2648178199,671,219,1270,Qela,2013,
קציר                ,קציר                ,1243,QAZIR                                             ,3,32,323,14,,1,2548,2.5,2.3,,1982                ,190,,2100471022,324,351,1450,Qazir,2013,
קצר א-סר,קצר א-סר,1347,QASR A-SIR                                        ,6,62,623,68,,2,1240,,,1.2,,450,,1982455466,537,624,3450,Qasr A-Sir,2013,
קצרין,קצרין,4100,QAZRIN                                            ,2,29,293,99,,1,6736,6.7,5.7,,1977                ,180,,2646476651,339,220,1270,Qazrin,2013,
קריית אונו,קריית אונו,2620,QIRYAT ONO                                        ,5,52,512,0,122,1,35546,35.5,34.8,,1939                ,160,,1866566310,61,508,2370,Qiryat Ono,2013,
קריית ארבע,קריית ארבע,3611,QIRYAT ARBA                                       ,7,77,,99,,1,7166,7.2,7.0,,1972                ,180,,2112560480,913,709,4352,Qiryat Arba,2013,
קריית אתא,קריית אתא,6800,QIRYAT ATTA                                       ,3,31,311,0,222,1,53378,53.3,49.4,,1925                ,150,,2104074553,37,305,1160,Qiryat Atta,2013,
קריית ביאליק,קריית ביאליק,9500,QIRYAT BIALIK                                     ,3,31,311,0,221,1,38591,38.6,35.8,,1934                ,160,,2087274934,12,352,1160,Qiryat Bialik,2013,
קריית גת,קריית גת,2630,QIRYAT GAT                                        ,6,61,612,0,,1,49352,49.3,46.2,,1954                ,160,,1777461305,128,606,3820,Qiryat Gat,2013,
קריית חינוך מרחבים*,,1768,,6,62,622,42,,,,,,,,520,,1617958047,,653,3430,,,
קריית טבעון,קריית טבעון,2300,QIRYAT TIV'ON                                     ,3,31,311,99,222,1,17474,17.4,17.1,,1937                ,170,,2121573567,120,306,1160,Qiryat Tiv'on,2013,
קריית ים,קריית ים,9600,QIRYAT YAM                                        ,3,31,311,0,221,1,38681,38.6,34.1,,1941                ,160,,2070475044,6,352,1160,Qiryat Yam,2013,
קריית יערים,קריית יערים,1137,QIRYAT YE'ARIM                                    ,1,11,111,99,444,1,3702,3.7,3.7,,1975                ,190,,2097463456,711,152,6129,Qiryat Ye'arim,2013,
קריית יערים (מוסד),קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE)                         ,1,11,111,26,444,1,285,0.3,0.2,,1952                ,340,,2099663543,716,151,6129,Qiryat Ye'arim(Institute),2013,
קריית מוצקין,קריית מוצקין,8200,QIRYAT MOTZKIN                                    ,3,31,311,0,221,1,39228,39.2,36.0,,1934                ,160,,2077774897,9,352,1160,Qiryat Motzkin,2013,
קריית מלאכי,קריית מלאכי,1034,QIRYAT MAL'AKHI                                   ,6,61,611,0,143,1,21336,21.3,20.9,,1951                ,160,,1760162673,62,617,3830,Qiryat Mal'akhi,2013,
קריית נטפים,קריית נטפים,3746,QIRYAT NETAFIM                                    ,7,73,,72,145,1,758,0.8,0.8,,1983                ,370,2,2107766926,429,710,4164,Qiryat Netafim,2013,
קריית ענבים,קריית ענבים,78,QIRYAT ANAVIM                                     ,1,11,111,26,444,1,439,0.4,0.4,,1920                ,330,15,2114363530,677,151,6129,Qiryat Anavim,2013,
קריית עקרון,קריית עקרון,469,QIRYAT EQRON                                      ,4,44,441,99,133,1,10718,10.7,10.4,,1948                ,170,,1833664101,55,453,5230,Qiryat Eqron,2013,
קריית שלמה,קריית שלמה,412,QIRYAT SHELOMO                                    ,4,41,411,19,141,1,225,0.2,0.2,,1945                ,340,,1871368234,28,401,5120,Qiryat Shelomo,2013,
קריית שמונה,קריית שמונה,2800,QIRYAT SHEMONA                                    ,2,21,211,0,,1,23114,22.4,20.8,,1950                ,160,,2538379074,207,217,1210,Qiryat Shemona,2013,
קרית חינוך עזתה,,1766,,6,62,621,39,,,,,,,,520,,1613159333,,653,3482,,,
קרית תעופה,,1746,,4,43,432,25,142,,,,,,,520,,1918565511,,424,5160,,,
קרני שומרון,קרני שומרון,3640,QARNE SHOMERON                                    ,7,73,,99,145,1,6560,6.6,6.3,,1978                ,180,,2088767523,317,717,4164,Qarne Shomeron,2013,
קשת,קשת,4006,QESHET                                            ,2,29,292,71,,1,707,0.7,0.7,,1974                ,320,2,2759276515,701,219,1270,Qeshet,2013,
ראמה,ראמה,543,RAME                                              ,2,24,242,99,,2,7309,,,7.3,,280,,2346576038,383,260,1310,Rame,2013,
ראס אל-עין,ראס אל-עין,1334,RAS AL-EIN                                        ,2,24,242,56,,2,327,,,0.3,,450,,2351775772,221,205,1310,Ras Al-Ein,2013,
ראס עלי,ראס עלי,990,RAS ALI                                           ,3,31,311,12,222,2,535,,,0.5,,450,,2147974196,63,301,1160,Ras Ali,2013,
ראש העין,ראש העין,2640,ROSH HAAYIN                                       ,4,42,422,0,142,1,41451,41.4,41.0,,1950                ,160,,1960666694,81,418,5160,Rosh HaAyin,2013,
ראש פינה,ראש פינה,26,ROSH PINNA                                        ,2,21,213,99,,1,2845,2.8,2.8,,1882                ,190,,2510576383,308,259,1220,Rosh Pinna,2013,
ראש צורים,ראש צורים,3602,ROSH ZURIM                                        ,7,76,,76,445,1,908,0.9,0.9,,1969                ,330,3,2117861948,918,714,4352,Rosh Zurim,2013,
ראשון לציון,ראשון לציון,8300,RISHON LEZIYYON                                   ,4,44,442,0,133,1,237639,237.5,220.6,,1882                ,130,,1812665292,41,413,5210,Rishon LeZiyyon,2013,
רבבה,רבבה,3795,REVAVA                                            ,7,72,,72,145,1,1682,1.7,1.7,,1991                ,370,11,2122766947,433,710,4164,Revava,2013,
רבדים,רבדים,564,REVADIM                                           ,6,61,611,35,,1,589,0.6,0.6,,1948                ,330,15,1826563130,79,632,3830,Revadim,2013,
רביבים,רביבים,354,REVIVIM                                           ,6,62,626,48,,1,1013,1.0,0.9,,1943                ,330,15,1734455040,283,620,3450,Revivim,2013,
רביד,רביד,1225,RAVID                                             ,2,22,222,6,,1,100,0.1,0.1,,1981                ,330,15,2437875070,165,251,1240,Ravid,2013,
רגבה,רגבה,390,REGBA                                             ,2,24,245,4,241,1,1030,1.0,1.0,,1946                ,320,15,2096376474,18,201,1350,Regba,2013,
רגבים,רגבים,444,REGAVIM                                           ,3,32,323,14,,1,369,0.4,0.4,,1948                ,330,15,2034971443,100,351,1450,Regavim,2013,
רהט,רהט,1161,RAHAT                                             ,6,62,623,0,341,2,58690,,,58.6,,250,,1766158902,222,618,3485,Rahat,2013,
רווחה,רווחה,2051,REWAHA                                            ,6,61,612,34,,1,522,0.5,0.5,,1953                ,310,2,1747761753,84,631,3820,Rewaha,2013,
רוויה,רוויה,2016,REWAYA                                            ,2,23,231,7,,1,365,0.4,0.4,,1952                ,310,2,2447370610,-106,202,1430,Rewaya,2013,
רוח מדבר,רוח מדבר,1341,RUAH MIDBAR                                       ,6,62,626,48,,,,,,,,510,,1744654349,329,620,3450,Ruah Midbar,2013,
רוחמה,רוחמה,362,RUHAMA                                            ,6,61,614,37,,1,586,0.6,0.6,,1944                ,330,15,1720360070,166,653,3840,Ruhama,2013,
רומאנה,רומאנה,539,RUMMANE                                           ,2,25,237,65,,2,1077,,,1.1,,450,,2294374367,166,251,1410,Rummane,2013,
רומת הייב,רומת הייב,997,RUMAT HEIB                                        ,2,25,237,65,,2,1789,,,1.8,,450,,2288174260,193,251,1410,Rumat Heib,2013,
רועי,רועי,3619,RO'I                                              ,7,75,,75,,1,148,0.1,0.1,,1976                ,310,10,2457268388,26,712,4164,Ro'i,2013,
רותם,רותם,3782,ROTEM                                             ,7,75,,75,,1,131,0.1,0.1,,1983                ,370,,2475869142,-36,712,4164,Rotem,2013,
רחוב,רחוב,854,REHOV                                             ,2,23,231,7,,1,349,0.3,0.3,,1951                ,310,2,2462870633,-123,202,1430,Rehov,2013,
רחובות,רחובות,8400,REHOVOT                                           ,4,44,441,0,133,1,124988,124.7,118.5,,1890                ,140,,1819364437,51,414,5230,Rehovot,2013,
רחלים,רחלים,3822,REHELIM                                           ,7,72,,72,,1,414,0.4,0.4,,2013                ,370,11,2244266765,529,710,4164,Rehelim,2013,
ריחאנייה,ריחאנייה,540,REIHANIYYE                                        ,2,21,212,2,,2,1156,,,1.2,,450,,2458877273,674,209,1230,Reihaniyye,2013,
ריחן,ריחן,3568,REHAN                                             ,7,71,,72,,1,185,0.2,0.2,,1977                ,320,6,2130270838,375,710,4164,Rehan,2013,
ריינה,ריינה,542,REINE                                             ,2,25,237,99,,2,17759,,,17.7,,270,,2295373625,318,257,1410,Reine,2013,
רימונים,רימונים,3565,RIMMONIM                                          ,7,74,,73,445,1,544,0.5,0.5,,1977                ,370,10,2323664896,669,711,4354,Rimmonim,2013,
רינתיה,רינתיה,616,RINNATYA                                          ,4,42,422,25,142,1,1139,1.1,1.1,,1949                ,310,1,1933666125,62,424,5130,Rinnatya,2013,
רכסים,רכסים,922,REKHASIM                                          ,3,31,311,99,222,1,10089,10.1,10.1,,1957                ,170,,2097573971,97,355,1160,Rekhasim,2013,
רם-און,רם-און,1069,RAM-ON                                            ,2,23,234,8,,1,936,0.9,0.9,,1960                ,310,1,2246471474,79,204,1420,Ram-On,2013,
רמות,רמות,4702,RAMOT                                             ,2,29,293,71,,1,485,0.5,0.5,,1970                ,310,1,2627175073,-10,219,1270,Ramot,2013,
רמות השבים,רמות השבים,206,RAMOT HASHAVIM                                    ,4,42,421,20,131,1,1660,1.7,1.6,,1933                ,350,,1891467473,61,417,5140,Ramot HaShavim,2013,
רמות מאיר,רמות מאיר,735,RAMOT ME'IR                                       ,4,43,432,30,143,1,774,0.8,0.8,,1949                ,310,1,1864964238,82,426,5230,Ramot Me'ir,2013,
רמות מנשה,רמות מנשה,445,RAMOT MENASHE                                     ,2,23,236,13,,1,1062,1.1,1.0,,1948                ,330,15,2055872256,180,254,1420,Ramot Menashe,2013,
רמות נפתלי,רמות נפתלי,372,RAMOT NAFTALI                                     ,2,21,212,55,,1,552,0.6,0.5,,1945                ,310,1,2520277853,436,253,1210,Ramot Naftali,2013,
רמלה,רמלה,8500,RAMLA                                             ,4,43,432,0,133,4,69034,53.4,50.4,15.6,1948                ,150,,1874864840,76,415,5220,Ramla,2013,
רמת גן,רמת גן,8600,RAMAT GAN                                         ,5,52,512,0,122,1,149594,149.3,142.0,,1921                ,140,,1835466403,37,506,2300,Ramat Gan,2013,
רמת דוד,רמת דוד,135,RAMAT DAWID                                       ,2,23,234,9,,1,430,0.4,0.4,,1926                ,330,15,2192373152,67,254,1440,Ramat Dawid,2013,
רמת הכובש,רמת הכובש,184,RAMAT HAKOVESH                                    ,4,42,421,20,141,1,1006,1.0,1.0,,1932                ,330,15,1943568047,61,417,5140,Ramat HaKovesh,2013,
רמת השופט,רמת השופט,335,RAMAT HASHOFET                                    ,2,23,236,13,,1,1004,1.0,0.9,,1941                ,330,15,2091072404,240,254,1420,Ramat HaShofet,2013,
רמת השרון,רמת השרון,2650,RAMAT HASHARON                                    ,5,51,511,0,121,1,43847,43.8,43.3,,1923                ,160,,1851967184,39,553,2360,Ramat HaSharon,2013,
רמת חובב,,1770,,6,62,623,99,,,,,,,,520,,1784356106,,621,3440,,,
רמת יוחנן,רמת יוחנן,178,RAMAT YOHANAN                                     ,3,31,311,12,222,1,885,0.9,0.9,,1932                ,330,15,2117274429,49,301,1160,Ramat Yohanan,2013,
רמת ישי,רמת ישי,122,RAMAT YISHAY                                      ,2,23,235,99,242,1,7348,7.3,7.3,,1925                ,180,,2158073427,93,257,1440,Ramat Yishay,2013,
"רמת כוכב מ""א 7",,1828,,2,23,233,7,,,,,,,,530,,2497072050,,,,,,
"רמת כוכב מ""א 8",,1829,,2,23,233,8,,,,,,,,530,,2427072230,,,,,,
"רמת כוכב מ""א 9",,1830,,2,23,233,9,,,,,,,,530,,2362072710,,,,,,
"רמת כוכב של""ש",,1831,,2,23,233,,,,,,,,,530,,,,,,,,
רמת מגשימים,רמת מגשימים,4701,RAMAT MAGSHIMIM                                   ,2,29,294,71,,1,627,0.6,0.6,,1968                ,320,2,2759575016,429,219,1270,Ramat Magshimim,2013,
"רמת מנשה מ""א 13",,1837,,2,23,236,13,,,,,,,,530,,2093072110,,,,,,
"רמת מנשה של""ש",,1838,,2,23,236,,,,,,,,,530,,,,,,,,
רמת צבי,רמת צבי,339,RAMAT ZEVI                                        ,2,23,233,8,,1,592,0.6,0.6,,1942                ,310,1,2391772189,54,204,1420,Ramat Zevi,2013,
רמת רזיאל,רמת רזיאל,460,RAMAT RAZI'EL                                     ,1,11,111,26,444,1,635,0.6,0.6,,1948                ,310,9,2070263124,717,151,7004,Ramat Razi'el,2013,
רמת רחל,רמת רחל,127,RAMAT RAHEL                                       ,1,11,111,26,444,1,450,0.5,0.4,,1926                ,330,15,2207762746,777,151,6300,Ramat Rahel,2013,
רנן,רנן,789,RANNEN                                            ,6,62,622,42,344,1,552,0.6,0.5,,1950                ,310,1,1620758303,105,653,3430,Rannen,2013,
רעים,רעים,713,RE'IM                                             ,6,62,622,38,,1,378,0.4,0.3,,1949                ,330,15,1485858842,49,653,3430,Re'im,2013,
רעננה,רעננה,8700,RA'ANNANA                                         ,4,42,421,0,131,1,69320,69.3,68.0,,1921                ,150,,1879367696,48,416,5140,Ra'annana,2013,
רקפת,רקפת,1228,RAQQEFET                                          ,2,24,241,56,241,1,933,0.9,0.9,,1981                ,370,1,2250575116,312,205,1360,Raqqefet,2013,
רשפון,רשפון,247,RISHPON                                           ,4,41,411,19,141,1,1380,1.4,1.4,,1936                ,310,1,1836267862,25,401,2360,Rishpon,2013,
רשפים,רשפים,437,RESHAFIM                                          ,2,23,231,7,,1,592,0.6,0.6,,1948                ,330,15,2450770975,-115,202,1430,Reshafim,2013,
רתמים,רתמים,1260,RETAMIM                                           ,6,62,626,48,,1,287,0.3,0.3,,1983                ,370,15,1703255150,260,620,3450,Retamim,2013,
שאר ישוב,שאר ישוב,324,SHE'AR YASHUV                                     ,2,21,211,55,,1,602,0.6,0.6,,1940                ,310,6,2606879240,129,253,1210,She'ar Yashuv,2013,
שבי ציון,שבי ציון,282,SHAVE ZIYYON                                      ,2,24,245,4,241,1,1003,1.0,1.0,,1938                ,320,10,2081476512,7,201,1350,Shave Ziyyon,2013,
שבי שומרון,שבי שומרון,3571,SHAVE SHOMERON                                    ,7,72,,72,,1,784,0.8,0.8,,1977                ,370,11,2175868554,337,710,4164,Shave Shomeron,2013,
שבלי - אום אל-גנם,שבלי - אום אל-גנם,913,SHIBLI-UMM AL-GHANAM                              ,2,23,237,99,,2,5470,,,5.5,,280,,2379973292,178,251,1420,Shibli-Umm Al-Ghanam,2013,
שגב-שלום,שגב-שלום,1286,SEGEV-SHALOM                                      ,6,62,623,99,342,2,8497,,,8.5,,280,,1846556745,315,653,3481,Segev-Shalom,2013,
שדה אילן,שדה אילן,721,SEDE ILAN                                         ,2,22,222,3,,1,502,0.5,0.5,,1949                ,310,2,2399773940,196,206,1240,Sede Ilan,2013,
שדה אליהו,שדה אליהו,304,SEDE ELIYYAHU                                     ,2,23,231,7,,1,697,0.7,0.7,,1939                ,330,3,2485470519,-193,202,1430,Sede Eliyyahu,2013,
שדה אליעזר,שדה אליעזר,861,SEDE ELI'EZER                                     ,2,21,211,55,,1,710,0.7,0.7,,1952                ,310,6,2530877233,155,253,1220,Sede Eli'ezer,2013,
שדה בוקר,שדה בוקר,885,SEDE BOQER                                        ,6,62,626,48,,1,398,0.4,0.4,,1952                ,330,15,1801253147,474,620,3450,Sede Boqer,2013,
שדה דוד,שדה דוד,36,SEDE DAWID                                        ,6,61,612,50,,1,370,0.4,0.4,,1955                ,310,6,1700060943,92,634,3820,Sede Dawid,2013,
שדה ורבורג,שדה ורבורג,284,SEDE WARBURG                                      ,4,42,421,20,141,1,1468,1.5,1.4,,1938                ,310,10,1910567936,49,417,5140,Sede Warburg,2013,
שדה יואב,שדה יואב,293,SEDE YO'AV                                        ,6,61,611,35,,1,426,0.4,0.4,,1956                ,330,15,1694461708,98,632,3820,Sede Yo'av,2013,
שדה יעקב,שדה יעקב,142,SEDE YA'AQOV                                      ,2,23,235,9,,1,1269,1.3,1.3,,1927                ,310,2,2135273371,64,254,1440,Sede Ya'aqov,2013,
שדה יצחק,שדה יצחק,2008,SEDE YIZHAQ                                       ,3,32,324,14,,1,681,0.7,0.6,,1952                ,310,1,1995970125,31,351,1450,Sede Yizhaq,2013,
שדה משה,שדה משה,18,SEDE MOSHE                                        ,6,61,612,50,,1,710,0.7,0.7,,1956                ,310,1,1812461328,140,634,3820,Sede Moshe,2013,
שדה נחום,שדה נחום,259,SEDE NAHUM                                        ,2,23,231,7,,1,481,0.5,0.5,,1937                ,330,15,2454171477,-82,202,1430,Sede Nahum,2013,
שדה נחמיה,שדה נחמיה,329,SEDE NEHEMYA                                      ,2,21,211,1,,1,977,1.0,0.9,,1940                ,330,15,2585478807,77,253,1210,Sede Nehemya,2013,
שדה ניצן,שדה ניצן,1058,SEDE NIZZAN                                       ,6,62,622,38,,1,302,0.3,0.3,,1973                ,310,1,1446557122,135,653,3430,Sede Nizzan,2013,
שדה עוזיהו,שדה עוזיהו,739,SEDE UZZIYYAHU                                    ,6,61,611,33,143,1,1423,1.4,1.4,,1950                ,310,6,1695562943,30,616,3830,Sede Uzziyyahu,2013,
שדה צבי,שדה צבי,2049,SEDE ZEVI                                         ,6,62,621,42,,1,534,0.5,0.5,,1953                ,310,10,1726759530,202,653,3482,Sede Zevi,2013,
שדות ים,שדות ים,327,SEDOT YAM                                         ,3,32,324,15,,1,878,0.9,0.8,,1940                ,330,15,1901471092,9,303,1180,Sedot Yam,2013,
